담당자명,거래처명,품목명,RX 총Net매출(VAT제외)
김두훈,한사랑내과의원,아모잘탄정5/50밀리그램,104590.90909090907
김두훈,전소아청소년과의원,아모잘탄정5/50밀리그램,251018.1818181818
김두훈,김마취통증의학과의원,아모잘탄정5/50밀리그램,125509.0909090909
김두훈,늘푸른의원,아모잘탄정5/50밀리그램,128995.45454545454
김두훈,덕소성외과의원,아모잘탄정5/50밀리그램,62754.545454545456
김두훈,지혜내과의원,아모잘탄정5/50밀리그램,52295.45454545455
김두훈,현대아산내과의원,아모잘탄정5/50밀리그램,690300.0
김두훈,오성주내과의원,아모잘탄정5/50밀리그램,313772.7272727273
김두훈,삼성성인내과의원,아모잘탄정5/50밀리그램,1015926.3636363636
김두훈,강내과의원,아모잘탄정5/50밀리그램,519182.3
김두훈,이상훈이비인후과의원(방문),아모잘탄정5/50밀리그램,62754.545454545456
김두훈,박용식신경과의원,아모잘탄정5/50밀리그램,209181.81818181812
김두훈,현대정형외과의원,아모잘탄정5/50밀리그램,1045909.0909090908
김두훈,화도연합내과의원,아모잘탄정5/50밀리그램,20918.181818181816
김두훈,다산바른내과의원,아모잘탄정5/50밀리그램,469961.8181818182
김두훈,현대정형외과의원,아모잘탄큐정5/100/5밀리그램,148500.0
김두훈,다산바른내과의원,아모잘탄큐정5/100/5밀리그램,59400.0
김두훈,화도연합내과의원,아모잘탄큐정5/100/10밀리그램,36954.545454545456
김두훈,이영건정형외과의원,아모잘탄큐정5/100/10밀리그램,36954.545454545456
김두훈,웰소아청소년과의원,아모잘탄큐정5/100/10밀리그램,36954.545454545456
김두훈,연세제일내과의원,아모잘탄큐정5/100/10밀리그램,55431.81818181818
김두훈,다산바른내과의원,아모잘탄큐정5/50/5밀리그램,157418.1818181818
김두훈,다산길내과의원,아모잘탄큐정5/50/5밀리그램,26236.36363636364
김두훈,도심의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김두훈,현대정형외과의원,아모잘탄큐정5/50/5밀리그램,78709.09090909091
김두훈,오성주내과의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김두훈,한양성모의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김두훈,이영건정형외과의원,아모잘탄큐정5/100/20밀리그램,0.0
김두훈,오성주내과의원,아모잘탄큐정5/100/20밀리그램,77945.45454545454
김두훈,현대정형외과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김두훈,연세의원,아모잘탄플러스정5/50/12.5밀리그램,504799.0909090909
김두훈,한양성모의원,아모잘탄플러스정5/50/12.5밀리그램,66518.18181818181
김두훈,오성주내과의원,아모잘탄플러스정5/50/12.5밀리그램,66518.18181818181
김두훈,건강드림내과의원,아모잘탄플러스정5/50/12.5밀리그램,266072.7272727273
김두훈,덕소성외과의원,아모잘탄플러스정5/50/12.5밀리그램,44345.45454545455
김두훈,강내과의원,아모잘탄플러스정5/50/12.5밀리그램,128646.16363636364
김두훈,연세제일내과의원,아모잘탄플러스정5/50/12.5밀리그램,44345.45454545455
김두훈,성모의원,아모잘탄플러스정5/50/12.5밀리그램,266072.7272727273
김두훈,웰소아청소년과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김두훈,늘푸른의원,아모잘탄플러스정5/50/12.5밀리그램,88690.90909090909
김두훈,삼성성인내과의원,아모잘탄플러스정5/50/12.5밀리그램,177381.81818181818
김두훈,다산길내과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김두훈,전소아청소년과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김두훈,세브란스가정의학과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김두훈,강내과의원,아모잘탄플러스정5/100/12.5밀리그램,25687.036363636365
김두훈,한양성모의원,아모잘탄플러스정5/100/12.5밀리그램,212509.09090909088
김두훈,웰소아청소년과의원,아모잘탄플러스정5/100/12.5밀리그램,159381.81818181818
김두훈,건강드림내과의원,아모잘탄플러스정5/100/12.5밀리그램,132818.1818181818
김두훈,이상훈이비인후과의원(방문),아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김두훈,박용식신경과의원,아모잘탄플러스정5/100/12.5밀리그램,79690.90909090909
김두훈,화도연합내과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김두훈,세브란스가정의학과의원,아모잘탄플러스정5/100/12.5밀리그램,106254.54545454544
김두훈,삼성성인내과의원,아모잘탄플러스정5/100/12.5밀리그램,850036.3636363635
김두훈,도심의원,아모잘탄플러스정5/100/12.5밀리그램,79690.90909090909
김두훈,지혜내과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김두훈,김마취통증의학과의원,아모잘탄플러스정5/100/12.5밀리그램,132818.1818181818
김두훈,한사랑내과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김두훈,다산바른내과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김두훈,늘푸른의원,아모잘탄플러스정5/100/12.5밀리그램,122192.72727272728
김두훈,이영건정형외과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김두훈,현대정형외과의원,아모잘탄플러스정5/100/12.5밀리그램,531272.7272727273
김두훈,서울아산내과,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김두훈,연세의원,아모잘탄플러스정5/100/12.5밀리그램,482572.7272727273
김두훈,덕소성외과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김두훈,한양성모의원,아모잘탄플러스정5/100/25밀리그램,215563.6363636364
김두훈,늘푸른의원,아모잘탄플러스정5/100/25밀리그램,26945.454545454544
김두훈,연세의원,아모잘탄플러스정5/100/25밀리그램,81734.54545454546
김두훈,다산바른내과의원,아모잘탄엑스큐정 5/100/5/10mg,303845.45454545453
김두훈,현대정형외과의원,아모잘탄엑스큐정 5/100/5/10mg,140236.36363636365
김두훈,현대정형외과의원,아모잘탄엑스큐정 5/50/5/10mg,256090.9090909091
김두훈,박용식신경과의원,아모잘탄엑스큐정 5/50/5/10mg,42681.81818181818
김두훈,현대아산내과의원,아모잘탄엑스큐정 5/50/5/10mg,78250.0
김두훈,다산바른내과의원,아모잘탄엑스큐정 5/50/5/10mg,213409.09090909088
김두훈,연세의원,아모잘탄엑스큐정 5/100/10/10mg,55827.27272727273
김병민,민가정의원,아모잘탄정10/50밀리그램,0.0
김병민,아이온의원,아모잘탄정10/50밀리그램,0.0
김병민,김계남내과의원,아모잘탄정10/50밀리그램,30081.81818181818
김병민,토마토미비뇨기과의원,아모잘탄정10/50밀리그램,0.0
김병민,인덕외과의원,아모잘탄정10/50밀리그램,0.0
김병민,유내과의원,아모잘탄정10/50밀리그램,0.0
김병민,이내과의원,아모잘탄정10/50밀리그램,0.0
김병민,세인가정의학과 의원,아모잘탄정10/50밀리그램,300818.1818181818
김병민,연세내과의원,아모잘탄정10/50밀리그램,300818.1818181818
김병민,이상화내과의원,아모잘탄정10/50밀리그램,0.0
김병민,삼성탑내과의원,아모잘탄정10/50밀리그램,360981.8181818182
김병민,늘푸른의원,아모잘탄정10/50밀리그램,737004.5454545454
김병민,하남성모의원,아모잘탄정10/50밀리그램,30081.81818181818
김병민,한빛가정의학과의원,아모잘탄정5/100밀리그램,100800.0
김병민,늘푸른의원,아모잘탄정5/100밀리그램,25200.0
김병민,미래의원,아모잘탄정5/100밀리그램,100800.0
김병민,아빠미소소아청소년과의원,아모잘탄정5/100밀리그램,75600.0
김병민,하남드림소아청소년과의원,아모잘탄정5/100밀리그램,50400.0
김병민,세실내과의원,아모잘탄정5/100밀리그램,0.0
김병민,미사브레인신경과의원,아모잘탄정5/100밀리그램,50400.0
김병민,우리이비인후과의원,아모잘탄정5/100밀리그램,0.0
김병민,미사위대항의원,아모잘탄정5/100밀리그램,25200.0
김병민,연세365소아청소년과의원,아모잘탄정5/100밀리그램,75600.0
김병민,인덕외과의원,아모잘탄정5/100밀리그램,25200.0
김병민,하남성모의원,아모잘탄정5/100밀리그램,25200.0
김병민,세인가정의학과 의원,아모잘탄정5/100밀리그램,176400.0
김병민,하남으랏차마취통증의학과의원,아모잘탄정5/100밀리그램,0.0
김병민,토마토미비뇨기과의원,아모잘탄정5/100밀리그램,0.0
김병민,큰기쁨항맥외과의원,아모잘탄정5/100밀리그램,50400.0
김병민,한사랑의원,아모잘탄정5/100밀리그램,75600.0
김병민,김계남내과의원,아모잘탄정5/100밀리그램,50400.0
김병민,이내과의원,아모잘탄정5/100밀리그램,579600.0
김병민,이상화내과의원,아모잘탄정5/100밀리그램,478800.0
김병민,미소준내과의원,아모잘탄정5/100밀리그램,100800.0
김병민,삼성탑내과의원,아모잘탄정5/100밀리그램,100800.0
김병민,민가정의원,아모잘탄정5/100밀리그램,277200.0
김병민,이혜경소아청소년과의원,아모잘탄정5/100밀리그램,25200.0
김병민,성심의원,아모잘탄정5/100밀리그램,176400.0
김병민,연세소아과의원,아모잘탄정5/100밀리그램,302400.0
김병민,삼성내과의원,아모잘탄정5/100밀리그램,0.0
김병민,아이온의원,아모잘탄정5/100밀리그램,25200.0
김병민,풍산제일의원,아모잘탄정5/100밀리그램,0.0
김병민,미사 봄내과의원,아모잘탄정5/100밀리그램,50400.0
김병민,연세내과의원,아모잘탄정5/100밀리그램,100800.0
김병민,유내과의원,아모잘탄정5/100밀리그램,316789.2
김병민,미래의원,아모잘탄정5/50밀리그램,62754.545454545456
김병민,하남성모의원,아모잘탄정5/50밀리그램,62754.545454545456
김병민,이내과의원,아모잘탄정5/50밀리그램,3556090.9090909087
김병민,연세내과의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,미사연세이비인후과의원,아모잘탄정5/50밀리그램,0.0
김병민,세실내과의원,아모잘탄정5/50밀리그램,167345.45454545453
김병민,유내과의원,아모잘탄정5/50밀리그램,262962.4636363636
김병민,미사 봄내과의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,미사브레인신경과의원,아모잘탄정5/50밀리그램,77397.27272727272
김병민,민가정의원,아모잘탄정5/50밀리그램,271936.36363636365
김병민,문중돈내과의원,아모잘탄정5/50밀리그램,20918.181818181816
김병민,늘푸른의원,아모잘탄정5/50밀리그램,885536.3636363635
김병민,한빛가정의학과의원,아모잘탄정5/50밀리그램,167345.45454545453
김병민,한사랑의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,365잘봄내과의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,삼성내과의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,토마토미비뇨기과의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,이혜경소아청소년과의원,아모잘탄정5/50밀리그램,20918.181818181816
김병민,하남드림소아청소년과의원,아모잘탄정5/50밀리그램,0.0
김병민,하남으랏차마취통증의학과의원,아모잘탄정5/50밀리그램,0.0
김병민,성심의원,아모잘탄정5/50밀리그램,20918.181818181816
김병민,미래이비인후과의원,아모잘탄정5/50밀리그램,20918.181818181816
김병민,아빠미소소아청소년과의원,아모잘탄정5/50밀리그램,146427.2727272727
김병민,풍산제일의원,아모잘탄정5/50밀리그램,41836.36363636364
김병민,우리이비인후과의원,아모잘탄정5/50밀리그램,0.0
김병민,삼성탑내과의원,아모잘탄정5/50밀리그램,0.0
김병민,연세365소아청소년과의원,아모잘탄정5/50밀리그램,83672.72727272726
김병민,세인가정의학과 의원,아모잘탄정5/50밀리그램,146427.2727272727
김병민,김계남내과의원,아모잘탄정5/50밀리그램,23010.0
김병민,인덕외과의원,아모잘탄정5/50밀리그램,146427.2727272727
김병민,이상화내과의원,아모잘탄정5/50밀리그램,1307386.3636363635
김병민,메드윈비뇨기과의원,아모잘탄정5/50밀리그램,0.0
김병민,미소준내과의원,아모잘탄정5/50밀리그램,708429.0909090908
김병민,미사위대항의원,아모잘탄정5/50밀리그램,488788.18181818177
김병민,아이온의원,아모잘탄정5/50밀리그램,485999.0909090909
김병민,세실내과의원,아모잘탄큐정5/100/5밀리그램,0.0
김병민,유내과의원,아모잘탄큐정5/100/5밀리그램,0.0
김병민,이상화내과의원,아모잘탄큐정5/100/5밀리그램,0.0
김병민,미사위대항의원,아모잘탄큐정5/100/5밀리그램,0.0
김병민,인덕외과의원,아모잘탄큐정5/100/10밀리그램,0.0
김병민,세인가정의학과 의원,아모잘탄큐정5/100/10밀리그램,0.0
김병민,연세소아과의원,아모잘탄큐정5/100/10밀리그램,369545.4545454546
김병민,이상화내과의원,아모잘탄큐정5/100/10밀리그램,0.0
김병민,민가정의원,아모잘탄큐정5/50/10밀리그램,0.0
김병민,이내과의원,아모잘탄큐정5/50/10밀리그램,100472.72727272728
김병민,유내과의원,아모잘탄큐정5/50/10밀리그램,0.0
김병민,민가정의원,아모잘탄큐정5/50/5밀리그램,0.0
김병민,김계남내과의원,아모잘탄큐정5/50/5밀리그램,26236.36363636364
김병민,미사위대항의원,아모잘탄큐정5/50/5밀리그램,104945.45454545454
김병민,유내과의원,아모잘탄큐정5/50/5밀리그램,78709.09090909091
김병민,풍산제일의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김병민,한빛가정의학과의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김병민,늘푸른의원,아모잘탄큐정5/50/5밀리그램,0.0
김병민,이상화내과의원,아모잘탄큐정5/50/5밀리그램,0.0
김병민,인덕외과의원,아모잘탄큐정5/50/5밀리그램,0.0
김병민,미사브레인신경과의원,아모잘탄큐정5/100/20밀리그램,0.0
김병민,이상화내과의원,아모잘탄플러스정5/50/12.5밀리그램,133036.36363636365
김병민,아이온의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,미사위대항의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,하남드림소아청소년과의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,유내과의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,민가정의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김병민,연세365소아청소년과의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,인덕외과의원,아모잘탄플러스정5/50/12.5밀리그램,2956.3636363636365
김병민,한빛가정의학과의원,아모잘탄플러스정5/50/12.5밀리그램,0.0
김병민,늘푸른의원,아모잘탄플러스정5/50/12.5밀리그램,1330363.6363636365
김병민,이내과의원,아모잘탄플러스정5/50/12.5밀리그램,953427.2727272728
김병민,세인가정의학과 의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김병민,김계남내과의원,아모잘탄플러스정5/50/12.5밀리그램,44345.45454545455
김병민,토마토미비뇨기과의원,아모잘탄플러스정5/50/12.5밀리그램,22172.727272727272
김병민,세인가정의학과 의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김병민,이상화내과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김병민,민가정의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김병민,삼성내과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김병민,세실내과의원,아모잘탄플러스정5/100/12.5밀리그램,0.0
김병민,연세365소아청소년과의원,아모잘탄플러스정5/100/12.5밀리그램,0.0
김병민,아이온의원,아모잘탄플러스정5/100/12.5밀리그램,106254.54545454544
김병민,김계남내과의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김병민,미사위대항의원,아모잘탄플러스정5/100/12.5밀리그램,0.0
김병민,한빛가정의학과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김병민,늘푸른의원,아모잘탄플러스정5/100/12.5밀리그램,199227.2727272727
김병민,이내과의원,아모잘탄플러스정5/100/12.5밀리그램,278918.1818181818
김병민,유내과의원,아모잘탄플러스정5/100/12.5밀리그램,0.0
김병민,토마토미비뇨기과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김병민,풍산제일의원,아모잘탄플러스정5/100/25밀리그램,80836.36363636363
김병민,유내과의원,아모잘탄플러스정5/100/25밀리그램,0.0
김병민,인덕외과의원,아모잘탄플러스정5/100/25밀리그램,0.0
김병민,이상화내과의원,아모잘탄플러스정5/100/25밀리그램,26945.454545454544
김병민,늘푸른의원,아모잘탄플러스정5/100/25밀리그램,0.0
김병민,김계남내과의원,아모잘탄플러스정5/100/25밀리그램,80836.36363636363
김병민,세인가정의학과 의원,아모잘탄플러스정5/100/25밀리그램,26945.454545454544
김병민,성심의원,아모잘탄큐정5/50/20밀리그램,71018.18181818181
김병민,삼성내과의원,아모잘탄엑스큐정 5/100/5/10mg,140236.36363636365
김병민,미사위대항의원,아모잘탄엑스큐정 5/100/5/10mg,0.0
김병민,아이온의원,아모잘탄엑스큐정 5/100/5/10mg,0.0
김병민,미사위대항의원,아모잘탄엑스큐정 5/50/10/10mg,129409.0909090909
김병민,인덕외과의원,아모잘탄엑스큐정 5/50/10/10mg,51763.63636363636
김병민,김계남내과의원,아모잘탄엑스큐정 5/50/10/10mg,0.0
김병민,아이온의원,아모잘탄엑스큐정 5/50/10/10mg,0.0
김병민,삼성내과의원,아모잘탄엑스큐정 5/50/5/10mg,170727.2727272727
김병민,인덕외과의원,아모잘탄엑스큐정 5/50/5/10mg,0.0
김병민,미사위대항의원,아모잘탄엑스큐정 5/50/5/10mg,341454.5454545454
김병민,연세소아과의원,아모잘탄엑스큐정 5/50/5/10mg,0.0
김병민,연세소아과의원,아모잘탄엑스큐정 5/100/10/10mg,0.0
김병민,아이온의원,아모잘탄엑스큐정 5/100/10/10mg,0.0
김병민,김계남내과의원,아모잘탄엑스큐정 5/100/10/10mg,0.0
김병민,삼성내과의원,아모잘탄엑스큐정 5/100/10/10mg,279136.36363636365
김서연,능골성모의원,아모잘탄정10/50밀리그램,150409.0909090909
김서연,곤지암내과의원,아모잘탄정10/50밀리그램,60163.63636363636
김서연,유종길내과의원,아모잘탄정10/50밀리그램,360981.8181818182
김서연,365드림의원,아모잘탄정10/50밀리그램,606650.0
김서연,초월보건지소,아모잘탄정10/50밀리그램,90245.45454545454
김서연,한마음내과의원,아모잘탄정10/50밀리그램,225613.6363636364
김서연,연세능골의원,아모잘탄정10/50밀리그램,240654.54545454544
김서연,유종길내과의원,아모잘탄정5/100밀리그램,201600.0
김서연,능골성모의원,아모잘탄정5/100밀리그램,151200.0
김서연,곤지암내과의원,아모잘탄정5/100밀리그램,54600.0
김서연,서울외과의원,아모잘탄정5/100밀리그램,722400.0
김서연,소나무내과의원,아모잘탄정5/100밀리그램,428400.0
김서연,초월보건지소,아모잘탄정5/100밀리그램,50400.0
김서연,김법성소아청소년과의원,아모잘탄정5/100밀리그램,25200.0
김서연,광주시보건소,아모잘탄정5/100밀리그램,76406.4
김서연,광주시민의원,아모잘탄정5/100밀리그램,50400.0
김서연,광주종로의원,아모잘탄정5/100밀리그램,50400.0
김서연,365드림의원,아모잘탄정5/100밀리그램,591360.0
김서연,한마음내과의원,아모잘탄정5/100밀리그램,915600.0
김서연,오포성심의원,아모잘탄정5/100밀리그램,25200.0
김서연,더블유내과의원,아모잘탄정5/100밀리그램,50400.0
김서연,분당바른가정의학과의원,아모잘탄정5/100밀리그램,75600.0
김서연,연세능골의원,아모잘탄정5/100밀리그램,151200.0
김서연,오포세란의원,아모잘탄정5/100밀리그램,268800.0
김서연,사랑의원,아모잘탄정5/100밀리그램,75600.0
김서연,WE(위)조은내과의원,아모잘탄정5/100밀리그램,75600.0
김서연,정다운가정의학과의원,아모잘탄정5/100밀리그램,50400.0
김서연,연세가정의원,아모잘탄정5/100밀리그램,201600.0
김서연,오포의원,아모잘탄정5/100밀리그램,201600.0
김서연,곤지암성모의원,아모잘탄정5/100밀리그램,201600.0
김서연,태전박내과의원,아모잘탄정5/100밀리그램,126000.0
김서연,신현대마취과의원,아모잘탄정5/50밀리그램,188263.6363636364
김서연,수레실삼성의원,아모잘탄정5/50밀리그램,167345.45454545453
김서연,능골성모의원,아모잘탄정5/50밀리그램,439281.8181818182
김서연,광주시보건소,아모잘탄정5/50밀리그램,552316.7
김서연,서울외과의원,아모잘탄정5/50밀리그램,2579909.090909091
김서연,곤지암내과의원,아모잘탄정5/50밀리그램,697272.7272727273
김서연,태전박내과의원,아모잘탄정5/50밀리그램,292854.5454545454
김서연,사랑의원,아모잘탄정5/50밀리그램,533413.6363636364
김서연,나래의원,아모잘탄정5/50밀리그램,62754.545454545456
김서연,365드림의원,아모잘탄정5/50밀리그램,1561193.6363636365
김서연,광주시민의원,아모잘탄정5/50밀리그램,522954.5454545455
김서연,곤지암성모의원,아모잘탄정5/50밀리그램,1547945.4545454544
김서연,우리내과의원,아모잘탄정5/50밀리그램,83672.72727272726
김서연,한마음내과의원,아모잘탄정5/50밀리그램,2031852.7272727275
김서연,오포성심의원,아모잘탄정5/50밀리그램,41836.36363636364
김서연,오포의원,아모잘탄정5/50밀리그램,174318.1818181818
김서연,WE(위)조은내과의원,아모잘탄정5/50밀리그램,125509.0909090909
김서연,연세능골의원,아모잘탄정5/50밀리그램,83672.72727272726
김서연,소나무내과의원,아모잘탄정5/50밀리그램,447649.0909090909
김서연,더블유내과의원,아모잘탄정5/50밀리그램,334690.90909090906
김서연,연세가정의원,아모잘탄정5/50밀리그램,223127.2727272727
김서연,분당바른가정의학과의원,아모잘탄정5/50밀리그램,167345.45454545453
김서연,유종길내과의원,아모잘탄정5/50밀리그램,83672.72727272726
김서연,오포세란의원,아모잘탄정5/50밀리그램,683327.2727272727
김서연,정다운가정의학과의원,아모잘탄정5/50밀리그램,188263.6363636364
김서연,곤지암성모의원,아모잘탄큐정5/100/5밀리그램,29700.0
김서연,분당바른가정의학과의원,아모잘탄큐정5/100/5밀리그램,59400.0
김서연,사랑의원,아모잘탄큐정5/100/5밀리그램,59400.0
김서연,한마음내과의원,아모잘탄큐정5/100/10밀리그램,184772.7272727273
김서연,곤지암성모의원,아모잘탄큐정5/50/10밀리그램,33490.90909090909
김서연,광주시보건소,아모잘탄큐정5/50/10밀리그램,66981.81818181818
김서연,곤지암성모의원,아모잘탄큐정5/50/5밀리그램,367309.0909090909
김서연,한마음내과의원,아모잘탄큐정5/50/5밀리그램,26236.36363636364
김서연,곤지암내과의원,아모잘탄큐정5/50/5밀리그램,78709.09090909091
김서연,유종길내과의원,아모잘탄큐정5/50/5밀리그램,52472.72727272727
김서연,광주시민의원,아모잘탄플러스정5/50/12.5밀리그램,66518.18181818181
김서연,더블유내과의원,아모잘탄플러스정5/50/12.5밀리그램,88690.90909090909
김서연,신현대마취과의원,아모잘탄플러스정5/50/12.5밀리그램,354763.6363636364
김서연,곤지암성모의원,아모잘탄플러스정5/50/12.5밀리그램,354763.6363636364
김서연,광주시보건소,아모잘탄플러스정5/50/12.5밀리그램,33613.854545454546
김서연,분당바른가정의학과의원,아모잘탄플러스정5/50/12.5밀리그램,236509.09090909088
김서연,오포성심의원,아모잘탄플러스정5/50/12.5밀리그램,44345.45454545455
김서연,능골성모의원,아모잘탄플러스정5/50/12.5밀리그램,199554.54545454544
김서연,나래의원,아모잘탄플러스정5/50/12.5밀리그램,88690.90909090909
김서연,유종길내과의원,아모잘탄플러스정5/50/12.5밀리그램,110863.63636363635
김서연,오포세란의원,아모잘탄플러스정5/50/12.5밀리그램,44345.45454545455
김서연,한마음내과의원,아모잘탄플러스정5/50/12.5밀리그램,399109.0909090909
김서연,365드림의원,아모잘탄플러스정5/50/12.5밀리그램,88690.90909090909
김서연,서울외과의원,아모잘탄플러스정5/50/12.5밀리그램,997772.7272727272
김서연,사랑의원,아모잘탄플러스정5/100/12.5밀리그램,26563.636363636364
김서연,광주시민의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김서연,한마음내과의원,아모잘탄플러스정5/100/12.5밀리그램,159381.81818181818
김서연,곤지암성모의원,아모잘탄플러스정5/100/12.5밀리그램,397569.0909090909
김서연,365드림의원,아모잘탄플러스정5/100/12.5밀리그램,292200.0
김서연,광주시보건소,아모잘탄플러스정5/100/12.5밀리그램,261758.07272727272
김서연,서울외과의원,아모잘탄플러스정5/100/12.5밀리그램,885454.5454545454
김서연,능골성모의원,아모잘탄플러스정5/100/12.5밀리그램,185945.45454545453
김서연,분당바른가정의학과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김서연,유종길내과의원,아모잘탄플러스정5/100/12.5밀리그램,132818.1818181818
김서연,신현대마취과의원,아모잘탄플러스정5/100/12.5밀리그램,53127.27272727273
김서연,정다운가정의학과의원,아모잘탄플러스정5/100/12.5밀리그램,79690.90909090909
김서연,광주시보건소,아모잘탄플러스정5/100/25밀리그램,224671.2
김서연,365드림의원,아모잘탄플러스정5/100/25밀리그램,66465.45454545456
김서연,곤지암성모의원,아모잘탄플러스정5/100/25밀리그램,26945.454545454544
김서연,유종길내과의원,아모잘탄플러스정5/100/25밀리그램,287418.1818181818
김서연,능골성모의원,아모잘탄엑스큐정 5/100/5/10mg,186981.81818181812
김서연,사랑의원,아모잘탄엑스큐정 5/50/5/10mg,85363.63636363635
김서연,곤지암성모의원,아모잘탄엑스큐정 5/50/5/10mg,42681.81818181818
김서연,능골성모의원,아모잘탄엑스큐정 5/50/5/10mg,341454.5454545454
김서연,태전박내과의원,아모잘탄엑스큐정 5/100/10/10mg,0.0
김서연,능골성모의원,아모잘탄엑스큐정 5/50/10/10mg,103527.27272727272
김승찬,연세허브가정의학과의원,아모잘탄정10/50밀리그램,0.0
김승찬,평택중앙내과의원,아모잘탄정10/50밀리그램,30081.81818181818
김승찬,굿모닝내과의원,아모잘탄정10/50밀리그램,0.0
김승찬,이동석내과의원,아모잘탄정10/50밀리그램,0.0
김승찬,사랑의의원,아모잘탄정10/50밀리그램,0.0
김승찬,비전조은내과의원,아모잘탄정10/50밀리그램,0.0
김승찬,서정성세의원,아모잘탄정10/50밀리그램,120327.27272727272
김승찬,연세로이외과의원,아모잘탄정10/50밀리그램,0.0
김승찬,건강한내과의원,아모잘탄정10/50밀리그램,0.0
김승찬,안준석마취통증의학과의원,아모잘탄정10/50밀리그램,60163.63636363636
김승찬,이외과의원,아모잘탄정10/50밀리그램,0.0
김승찬,하나정신과의원,아모잘탄정10/50밀리그램,0.0
김승찬,사랑의의원,아모잘탄정5/100밀리그램,50400.0
김승찬,으랏차정형외과의원,아모잘탄정5/100밀리그램,25200.0
김승찬,리드엠의원,아모잘탄정5/100밀리그램,0.0
김승찬,복음내과,아모잘탄정5/100밀리그램,441000.0
김승찬,하나정신과의원,아모잘탄정5/100밀리그램,50400.0
김승찬,평택사랑외과의원,아모잘탄정5/100밀리그램,75600.0
김승찬,속편한내과의원(방문),아모잘탄정5/100밀리그램,50400.0
김승찬,계현정형외과의원(방문),아모잘탄정5/100밀리그램,75600.0
김승찬,연세재활의학과의원,아모잘탄정5/100밀리그램,0.0
김승찬,우리든든내과의원,아모잘탄정5/100밀리그램,0.0
김승찬,굿모닝내과의원,아모잘탄정5/100밀리그램,50400.0
김승찬,건강한내과의원,아모잘탄정5/100밀리그램,226800.0
김승찬,군문메디컬의원,아모잘탄정5/100밀리그램,176400.0
김승찬,지엔연세소아청소년과의원,아모잘탄정5/100밀리그램,0.0
김승찬,안준석마취통증의학과의원,아모잘탄정5/100밀리그램,100800.0
김승찬,최윤건내과의원,아모잘탄정5/100밀리그램,100800.0
김승찬,홍광의가정의원,아모잘탄정5/100밀리그램,25200.0
김승찬,서정성세의원,아모잘탄정5/100밀리그램,151200.0
김승찬,비전조은내과의원,아모잘탄정5/100밀리그램,126000.0
김승찬,서울탑내과의원,아모잘탄정5/100밀리그램,75600.0
김승찬,서재서울이비인후과의원(방문),아모잘탄정5/100밀리그램,0.0
김승찬,평택중앙내과의원,아모잘탄정5/100밀리그램,50400.0
김승찬,평택연세내과의원,아모잘탄정5/100밀리그램,50400.0
김승찬,연세허브가정의학과의원,아모잘탄정5/100밀리그램,75600.0
